,actor_name,title,film_id
1331,GARY PHOENIX,CAROL TEXAS,121
1332,GARY PHOENIX,CITIZEN SHREK,153
1333,GARY PHOENIX,HANDICAP BOONDOCK,395
1334,GARY PHOENIX,HEAD STRANGER,408
1335,GARY PHOENIX,HOLES BRANNIGAN,420
1336,GARY PHOENIX,INSECTS STONE,461
1337,GARY PHOENIX,JUMANJI BLADE,490
1338,GARY PHOENIX,LOATHING LEGALLY,525
1339,GARY PHOENIX,NORTH TEQUILA,627
1340,GARY PHOENIX,PICKUP DRIVING,678
1341,GARY PHOENIX,RIVER OUTLAW,733
1342,GARY PHOENIX,ROAD ROXANNE,734
1343,GARY PHOENIX,ROCK INSTINCT,737
1344,GARY PHOENIX,RUN PACIFIC,750
1345,GARY PHOENIX,STOCK GLASS,847
1346,GARY PHOENIX,TIMBERLAND SKY,891
1347,GARY PHOENIX,TOMORROW HUSTLER,895
1348,GARY PHOENIX,VICTORY ACADEMY,940
1349,GARY PHOENIX,WILD APOLLO,974
1350,GARY PHOENIX,WORLD LEATHERNECKS,990
1351,GARY PHOENIX,WRONG BEHAVIOR,993
1352,CARMEN HUNT,AMELIE HELLFIGHTERS,20
1353,CARMEN HUNT,BOWFINGER GABLES,92
1354,CARMEN HUNT,BREAKING HOME,96
1355,CARMEN HUNT,BUTCH PANTHER,108
1356,CARMEN HUNT,DAISY MENAGERIE,203
1357,CARMEN HUNT,DRACULA CRYSTAL,249
1358,CARMEN HUNT,FROST HEAD,341
1359,CARMEN HUNT,GRAPES FURY,376
1360,CARMEN HUNT,GUNFIGHT MOON,388
1361,CARMEN HUNT,HAWK CHILL,407
1362,CARMEN HUNT,HOLOCAUST HIGHBALL,424
1363,CARMEN HUNT,JADE BUNCH,474
1364,CARMEN HUNT,LEGALLY SECRETARY,515
1365,CARMEN HUNT,LESSON CLEOPATRA,517
1366,CARMEN HUNT,MIXED DOORS,584
1367,CARMEN HUNT,MOONSHINE CABIN,596
1368,CARMEN HUNT,PATRIOT ROMAN,664
1369,CARMEN HUNT,PHANTOM GLORY,675
1370,CARMEN HUNT,POLLOCK DELIVERANCE,689
1371,CARMEN HUNT,RANDOM GO,714
1372,CARMEN HUNT,SMOKING BARBARELLA,812
1373,CARMEN HUNT,TEEN APOLLO,878
1374,CARMEN HUNT,TELEGRAPH VOYAGE,879
1375,CARMEN HUNT,TRUMAN CRAZY,915
1376,CARMEN HUNT,VOYAGE LEGALLY,951
1377,CARMEN HUNT,ZOOLANDER FICTION,999
1378,MENA TEMPLE,ACADEMY DINOSAUR,1
1379,MENA TEMPLE,ALABAMA DEVIL,9
1380,MENA TEMPLE,BALLOON HOMEWARD,51
1381,MENA TEMPLE,BEACH HEARTBREAKERS,58
1382,MENA TEMPLE,BUTTERFLY CHOCOLAT,109
1383,MENA TEMPLE,CARRIE BUNCH,122
1384,MENA TEMPLE,CASUALTIES ENCINO,126
1385,MENA TEMPLE,CONTACT ANONYMOUS,181
1386,MENA TEMPLE,DROP WATERFRONT,256
1387,MENA TEMPLE,EARLY HOME,268
1388,MENA TEMPLE,ENGLISH BULWORTH,285
1389,MENA TEMPLE,FELLOWSHIP AUTUMN,307
1390,MENA TEMPLE,GILMORE BOILED,358
1391,MENA TEMPLE,GUMP DATE,386
1392,MENA TEMPLE,ICE CROSSING,447
1393,MENA TEMPLE,INTERVIEW LIAISONS,465
1394,MENA TEMPLE,JUMANJI BLADE,490
1395,MENA TEMPLE,JUNGLE CLOSER,492
1396,MENA TEMPLE,LAMBS CINCINATTI,508
1397,MENA TEMPLE,LIAISONS SWEET,518
1398,MENA TEMPLE,MICROCOSMOS PARADISE,573
1399,MENA TEMPLE,MIGHTY LUCK,576
1400,MENA TEMPLE,MILE MULAN,577
1401,MENA TEMPLE,PRIMARY GLASS,697
1402,MENA TEMPLE,REQUIEM TYCOON,725
1403,MENA TEMPLE,RESURRECTION SILVERADO,727
1404,MENA TEMPLE,VARSITY TRIP,937
1405,MENA TEMPLE,VISION TORQUE,947
1406,MENA TEMPLE,WASH HEAVENLY,961
1407,MENA TEMPLE,WIZARD COLDBLOODED,980
1408,PENELOPE PINKETT,BOILED DARES,84
1409,PENELOPE PINKETT,CAUSE DATE,129
1410,PENELOPE PINKETT,CIDER DESIRE,150
1411,PENELOPE PINKETT,CORE SUIT,184
1412,PENELOPE PINKETT,ENGLISH BULWORTH,285
1413,PENELOPE PINKETT,EXCITEMENT EVE,292
1414,PENELOPE PINKETT,FAMILY SWEET,301
1415,PENELOPE PINKETT,GANDHI KWAI,348
1416,PENELOPE PINKETT,JUGGLER HARDLY,489
1417,PENELOPE PINKETT,LAWLESS VISION,510
1418,PENELOPE PINKETT,LION UNCUT,524
1419,PENELOPE PINKETT,MADRE GABLES,546
1420,PENELOPE PINKETT,MOTIONS DETAILS,600
1421,PENELOPE PINKETT,OLEANDER CLUE,636
1422,PENELOPE PINKETT,OZ LIAISONS,649
1423,PENELOPE PINKETT,PARIS WEEKEND,658
1424,PENELOPE PINKETT,RUSHMORE MERMAID,754
1425,PENELOPE PINKETT,SATURDAY LAMBS,764
1426,PENELOPE PINKETT,STATE WASTELAND,842
1427,PENELOPE PINKETT,SUBMARINE BED,858
1428,PENELOPE PINKETT,SUIT WALLS,861
1429,PENELOPE PINKETT,TROOPERS METAL,913
1430,PENELOPE PINKETT,WESTWARD SEABISCUIT,970
1431,PENELOPE PINKETT,WORKER TARZAN,988
1432,PENELOPE PINKETT,WORLD LEATHERNECKS,990
1433,FAY KILMER,AIRPORT POLLOCK,8
1434,FAY KILMER,ANONYMOUS HUMAN,27
1435,FAY KILMER,BIRD INDEPENDENCE,75
1436,FAY KILMER,CRUSADE HONEY,197
1437,FAY KILMER,FELLOWSHIP AUTUMN,307
1438,FAY KILMER,FLAMINGOS CONNECTICUT,320
1439,FAY KILMER,FRONTIER CABIN,340
1440,FAY KILMER,HARRY IDAHO,403
1441,FAY KILMER,JERSEY SASSY,485
1442,FAY KILMER,JET NEIGHBORS,486
1443,FAY KILMER,MOVIE SHAKESPEARE,603
1444,FAY KILMER,MUSSOLINI SPOILERS,612
1445,FAY KILMER,NEMO CAMPUS,620
1446,FAY KILMER,RACER EGG,709
1447,FAY KILMER,SECRET GROUNDHOG,776
1448,FAY KILMER,SHOOTIST SUPERFLY,790
1449,FAY KILMER,SNATCHERS MONTEZUMA,815
1450,FAY KILMER,SPICE SORORITY,827
1451,FAY KILMER,VACATION BOONDOCK,930
1452,FAY KILMER,WATCH TRACY,963
1453,DAN HARRIS,BEDAZZLED MARRIED,63
1454,DAN HARRIS,BOONDOCK BALLROOM,87
1455,DAN HARRIS,DESTINY SATURDAY,226
1456,DAN HARRIS,DIVINE RESURRECTION,236
1457,DAN HARRIS,EYES DRIVING,298
1458,DAN HARRIS,FELLOWSHIP AUTUMN,307
1459,DAN HARRIS,GHOST GROUNDHOG,354
1460,DAN HARRIS,GROOVE FICTION,383
1461,DAN HARRIS,HILLS NEIGHBORS,417
1462,DAN HARRIS,HOLIDAY GAMES,421
1463,DAN HARRIS,INDEPENDENCE HOTEL,457
1464,DAN HARRIS,INSIDER ARIZONA,462
1465,DAN HARRIS,JADE BUNCH,474
1466,DAN HARRIS,LIES TREATMENT,521
1467,DAN HARRIS,MONTEREY LABYRINTH,593
1468,DAN HARRIS,REUNION WITCHES,728
1469,DAN HARRIS,RUN PACIFIC,750
1470,DAN HARRIS,SCHOOL JACKET,769
1471,DAN HARRIS,SEVEN SWARM,781
1472,DAN HARRIS,SIEGE MADRE,795
1473,DAN HARRIS,STEERS ARMAGEDDON,844
1474,DAN HARRIS,STRAIGHT HOURS,851
1475,DAN HARRIS,SUMMER SCARFACE,862
1476,DAN HARRIS,SUPERFLY TRIP,868
1477,DAN HARRIS,TITANIC BOONDOCK,892
1478,DAN HARRIS,TITANS JERK,893
1479,DAN HARRIS,VANISHING ROCKY,936
1480,DAN HARRIS,WATERSHIP FRONTIER,965
1481,JUDE CRUISE,ALLEY EVOLUTION,16
1482,JUDE CRUISE,ARABIA DOGMA,34
1483,JUDE CRUISE,BROTHERHOOD BLANKET,101
1484,JUDE CRUISE,CAMELOT VACATION,114
1485,JUDE CRUISE,CARRIE BUNCH,122
1486,JUDE CRUISE,CHAMPION FLATLINERS,134
1487,JUDE CRUISE,CHINATOWN GLADIATOR,144
1488,JUDE CRUISE,CITIZEN SHREK,153
1489,JUDE CRUISE,CROSSING DIVORCE,192
1490,JUDE CRUISE,DATE SPEED,213
1491,JUDE CRUISE,DRUMS DYNAMITE,258
1492,JUDE CRUISE,EAGLES PANKY,267
1493,JUDE CRUISE,FIREBALL PHILADELPHIA,317
1494,JUDE CRUISE,FRONTIER CABIN,340
1495,JUDE CRUISE,HALLOWEEN NUTS,393
1496,JUDE CRUISE,HOUSE DYNAMITE,437
1497,JUDE CRUISE,ICE CROSSING,447
1498,JUDE CRUISE,KNOCK WARLOCK,502
1499,JUDE CRUISE,MONSTER SPARTACUS,592
1500,JUDE CRUISE,MULHOLLAND BEAST,605
1501,JUDE CRUISE,OPEN AFRICAN,637
1502,JUDE CRUISE,PLATOON INSTINCT,685
1503,JUDE CRUISE,QUEST MUSSOLINI,707
1504,JUDE CRUISE,RANDOM GO,714
1505,JUDE CRUISE,REAR TRADING,717
1506,JUDE CRUISE,ROCK INSTINCT,737
1507,JUDE CRUISE,SCALAWAG DUCK,767
1508,JUDE CRUISE,STRANGELOVE DESIRE,852
1509,JUDE CRUISE,TIMBERLAND SKY,891
1510,JUDE CRUISE,TWISTED PIRATES,918
1511,CHRISTIAN AKROYD,BACKLASH UNDEFEATED,48
1512,CHRISTIAN AKROYD,BETRAYED REAR,68
1513,CHRISTIAN AKROYD,CAPER MOTIONS,119
1514,CHRISTIAN AKROYD,CATCH AMISTAD,128
1515,CHRISTIAN AKROYD,CHANCE RESURRECTION,135
1516,CHRISTIAN AKROYD,CONFUSED CANDLES,175
1517,CHRISTIAN AKROYD,CUPBOARD SINNERS,199
1518,CHRISTIAN AKROYD,DIVIDE MONSTER,235
1519,CHRISTIAN AKROYD,DOOM DANCING,242
1520,CHRISTIAN AKROYD,DOORS PRESIDENT,243
1521,CHRISTIAN AKROYD,DRIVER ANNIE,254
1522,CHRISTIAN AKROYD,FEATHERS METAL,306
1523,CHRISTIAN AKROYD,FIRE WOLVES,316
1524,CHRISTIAN AKROYD,HILLS NEIGHBORS,417
1525,CHRISTIAN AKROYD,HOME PITY,426
1526,CHRISTIAN AKROYD,INNOCENT USUAL,460
1527,CHRISTIAN AKROYD,JAWBREAKER BROOKLYN,477
1528,CHRISTIAN AKROYD,LUKE MUMMY,541
1529,CHRISTIAN AKROYD,MAGNOLIA FORRESTER,549
1530,CHRISTIAN AKROYD,MAIDEN HOME,551
1531,CHRISTIAN AKROYD,MAKER GABLES,553
1532,CHRISTIAN AKROYD,MILLION ACE,578
1533,CHRISTIAN AKROYD,MOURNING PURPLE,602
1534,CHRISTIAN AKROYD,NUTS TIES,632
1535,CHRISTIAN AKROYD,OKLAHOMA JUMANJI,635
1536,CHRISTIAN AKROYD,OPERATION OPERATION,638
1537,CHRISTIAN AKROYD,PRINCESS GIANT,698
1538,CHRISTIAN AKROYD,RESERVOIR ADAPTATION,726
1539,CHRISTIAN AKROYD,SABRINA MIDNIGHT,755
1540,CHRISTIAN AKROYD,SINNERS ATLANTIS,800
1541,CHRISTIAN AKROYD,STREETCAR INTENTIONS,856
1542,CHRISTIAN AKROYD,SUBMARINE BED,858
1543,DUSTIN TAUTOU,AFRICAN EGG,5
1544,DUSTIN TAUTOU,AUTUMN CROW,46
1545,DUSTIN TAUTOU,BANGER PINOCCHIO,54
1546,DUSTIN TAUTOU,BILL OTHERS,72
1547,DUSTIN TAUTOU,BORN SPINAL,88
1548,DUSTIN TAUTOU,CAROL TEXAS,121
1549,DUSTIN TAUTOU,CAUSE DATE,129
1550,DUSTIN TAUTOU,CELEBRITY HORN,130
1551,DUSTIN TAUTOU,CONVERSATION DOWNHILL,183
1552,DUSTIN TAUTOU,DARKO DORADO,210
1553,DUSTIN TAUTOU,DONNIE ALLEY,241
1554,DUSTIN TAUTOU,EXPENDABLE STALLION,295
1555,DUSTIN TAUTOU,HOBBIT ALIEN,418
1556,DUSTIN TAUTOU,METROPOLIS COMA,572
1557,DUSTIN TAUTOU,OSCAR GOLD,644
1558,DUSTIN TAUTOU,PACIFIC AMISTAD,650
1559,DUSTIN TAUTOU,POLLOCK DELIVERANCE,689
1560,DUSTIN TAUTOU,PREJUDICE OLEANDER,694
1561,DUSTIN TAUTOU,PULP BEVERLY,702
1562,DUSTIN TAUTOU,RAINBOW SHOCK,713
1563,DUSTIN TAUTOU,RULES HUMAN,749
1564,DUSTIN TAUTOU,SEA VIRGIN,772
1565,DUSTIN TAUTOU,STRANGER STRANGERS,853
1566,DUSTIN TAUTOU,SUMMER SCARFACE,862
1567,DUSTIN TAUTOU,VILLAIN DESPERATE,943
1568,DUSTIN TAUTOU,VIRTUAL SPOILERS,946
1569,DUSTIN TAUTOU,WONDERFUL DROP,984
1570,HENRY BERRY,APACHE DIVINE,31
1571,HENRY BERRY,BONNIE HOLOCAUST,85
1572,HENRY BERRY,CHAMBER ITALIAN,133
1573,HENRY BERRY,CHICKEN HELLFIGHTERS,142
1574,HENRY BERRY,CONNECTICUT TRAMP,177
1575,HENRY BERRY,CONQUERER NUTS,179
1576,HENRY BERRY,CRAFT OUTFIELD,186
1577,HENRY BERRY,DESERT POSEIDON,222
1578,HENRY BERRY,DIVIDE MONSTER,235
1579,HENRY BERRY,DOGMA FAMILY,239
1580,HENRY BERRY,DRIFTER COMMANDMENTS,253
1581,HENRY BERRY,DUMBO LUST,262
1582,HENRY BERRY,EXTRAORDINARY CONQUERER,297
1583,HENRY BERRY,FACTORY DRAGON,299
1584,HENRY BERRY,FREDDY STORM,334
1585,HENRY BERRY,GRAPES FURY,376
1586,HENRY BERRY,HOLLYWOOD ANONYMOUS,423
1587,HENRY BERRY,HOURS RAGE,436
1588,HENRY BERRY,KANE EXORCIST,493
1589,HENRY BERRY,LOUISIANA HARRY,534
1590,HENRY BERRY,MAIDEN HOME,551
1591,HENRY BERRY,PARIS WEEKEND,658
1592,HENRY BERRY,PATTON INTERVIEW,665
1593,HENRY BERRY,PILOT HOOSIERS,679
1594,HENRY BERRY,RUSHMORE MERMAID,754
1595,HENRY BERRY,SCORPION APOLLO,771
1596,HENRY BERRY,SHANE DARKNESS,783
1597,HENRY BERRY,SHANGHAI TYCOON,784
1598,HENRY BERRY,SLEEPLESS MONSOON,805
1599,HENRY BERRY,SPIRIT FLINTSTONES,830
1600,HENRY BERRY,SPY MILE,835
1601,HENRY BERRY,UPTOWN YOUNG,928
1602,HENRY BERRY,WAGON JAWS,952
1603,HENRY BERRY,WHALE BIKINI,971
1604,HENRY BERRY,WONKA SEA,986
1605,CHRISTIAN NEESON,DIVIDE MONSTER,235
1606,CHRISTIAN NEESON,DIVORCE SHINING,237
1607,CHRISTIAN NEESON,FELLOWSHIP AUTUMN,307
1608,CHRISTIAN NEESON,GLORY TRACY,362
1609,CHRISTIAN NEESON,GRACELAND DYNAMITE,372
1610,CHRISTIAN NEESON,GRAFFITI LOVE,374
1611,CHRISTIAN NEESON,HOLLYWOOD ANONYMOUS,423
1612,CHRISTIAN NEESON,HORN WORKING,433
1613,CHRISTIAN NEESON,LAMBS CINCINATTI,508
1614,CHRISTIAN NEESON,LIAISONS SWEET,518
1615,CHRISTIAN NEESON,LIBERTY MAGNIFICENT,519
1616,CHRISTIAN NEESON,LOVE SUICIDES,535
1617,CHRISTIAN NEESON,LOVER TRUMAN,537
1618,CHRISTIAN NEESON,MOB DUFFEL,585
1619,CHRISTIAN NEESON,OPPOSITE NECKLACE,639
1620,CHRISTIAN NEESON,OUTLAW HANKY,648
1621,CHRISTIAN NEESON,OZ LIAISONS,649
1622,CHRISTIAN NEESON,PUNK DIVORCE,703
1623,CHRISTIAN NEESON,RUNNER MADIGAN,752
1624,CHRISTIAN NEESON,SAVANNAH TOWN,766
1625,CHRISTIAN NEESON,SCALAWAG DUCK,767
1626,CHRISTIAN NEESON,SENSIBILITY REAR,780
1627,CHRISTIAN NEESON,SPIRITED CASUALTIES,831
1628,CHRISTIAN NEESON,SPLASH GUMP,832
1629,CHRISTIAN NEESON,WORLD LEATHERNECKS,990
1630,JAYNE NEESON,AGENT TRUMAN,6
1631,JAYNE NEESON,ARTIST COLDBLOODED,42
1632,JAYNE NEESON,BANGER PINOCCHIO,54
1633,JAYNE NEESON,BROOKLYN DESERT,100
1634,JAYNE NEESON,BROTHERHOOD BLANKET,101
1635,JAYNE NEESON,CAUSE DATE,129
1636,JAYNE NEESON,CRYSTAL BREAKING,198
1637,JAYNE NEESON,DARLING BREAKING,211
1638,JAYNE NEESON,DINOSAUR SECRETARY,231
1639,JAYNE NEESON,EDGE KISSING,272
1640,JAYNE NEESON,EXPENDABLE STALLION,295
1641,JAYNE NEESON,FRIDA SLIPPER,337
1642,JAYNE NEESON,GRAIL FRANKENSTEIN,375
1643,JAYNE NEESON,GROUNDHOG UNCUT,385
1644,JAYNE NEESON,HALLOWEEN NUTS,393
1645,JAYNE NEESON,HANOVER GALAXY,398
1646,JAYNE NEESON,HAUNTING PIANIST,406
1647,JAYNE NEESON,HEDWIG ALTER,413
1648,JAYNE NEESON,HOMICIDE PEACH,428
1649,JAYNE NEESON,HYDE DOCTOR,445
1650,JAYNE NEESON,INDEPENDENCE HOTEL,457
1651,JAYNE NEESON,INTERVIEW LIAISONS,465
1652,JAYNE NEESON,POLISH BROOKLYN,688
1653,JAYNE NEESON,QUEST MUSSOLINI,707
1654,JAYNE NEESON,RECORDS ZORRO,719
1655,JAYNE NEESON,VOYAGE LEGALLY,951
1656,JAYNE NEESON,WOLVES DESIRE,981
1657,JAYNE NEESON,WORKER TARZAN,988
1658,JAYNE NEESON,WORLD LEATHERNECKS,990
1659,CAMERON WRAY,BINGO TALENTED,73
1660,CAMERON WRAY,CHAMPION FLATLINERS,134
1661,CAMERON WRAY,COMA HEAD,167
1662,CAMERON WRAY,DARES PLUTO,208
1663,CAMERON WRAY,DESTINATION JERK,225
1664,CAMERON WRAY,DOZEN LION,248
1665,CAMERON WRAY,DRACULA CRYSTAL,249
1666,CAMERON WRAY,ELF MURDER,278
1667,CAMERON WRAY,HALL CASSIDY,392
1668,CAMERON WRAY,LESSON CLEOPATRA,517
1669,CAMERON WRAY,OCTOBER SUBMARINE,633
1670,CAMERON WRAY,SATISFACTION CONFIDENTIAL,763
1671,CAMERON WRAY,SEVEN SWARM,781
1672,CAMERON WRAY,SLIPPER FIDELITY,809
1673,CAMERON WRAY,TITANS JERK,893
1674,CAMERON WRAY,VALLEY PACKER,932
1675,CAMERON WRAY,VIRGIN DAISY,944
1676,CAMERON WRAY,VIRGINIAN PLUTO,945
1677,CAMERON WRAY,WOLVES DESIRE,981
1678,RAY JOHANSSON,ADAPTATION HOLES,3
1679,RAY JOHANSSON,ALADDIN CALENDAR,10
1680,RAY JOHANSSON,ARIZONA BANG,37
1681,RAY JOHANSSON,BOONDOCK BALLROOM,87
1682,RAY JOHANSSON,BORN SPINAL,88
1683,RAY JOHANSSON,CASPER DRAGONFLY,124
1684,RAY JOHANSSON,CRUSADE HONEY,197
1685,RAY JOHANSSON,EMPIRE MALKOVICH,280
1686,RAY JOHANSSON,EVOLUTION ALTER,291
1687,RAY JOHANSSON,FELLOWSHIP AUTUMN,307
1688,RAY JOHANSSON,FREEDOM CLEOPATRA,335
1689,RAY JOHANSSON,GABLES METROPOLIS,345
1690,RAY JOHANSSON,IDAHO LOVE,448
1691,RAY JOHANSSON,IRON MOON,469
1692,RAY JOHANSSON,ISLAND EXORCIST,471
1693,RAY JOHANSSON,LADY STAGE,506
1694,RAY JOHANSSON,MADIGAN DORADO,543
1695,RAY JOHANSSON,MANCHURIAN CURTAIN,557
1696,RAY JOHANSSON,MENAGERIE RUSHMORE,569
1697,RAY JOHANSSON,METROPOLIS COMA,572
1698,RAY JOHANSSON,MOONWALKER FOOL,597
1699,RAY JOHANSSON,NATIONAL STORY,616
1700,RAY JOHANSSON,OUTBREAK DIVINE,646
1701,RAY JOHANSSON,PREJUDICE OLEANDER,694
1702,RAY JOHANSSON,SPLASH GUMP,832
1703,RAY JOHANSSON,STRANGELOVE DESIRE,852
1704,RAY JOHANSSON,SUICIDES SILENCE,860
1705,RAY JOHANSSON,UNCUT SUICIDES,921
1706,RAY JOHANSSON,UNITED PILOT,925
1707,RAY JOHANSSON,WIZARD COLDBLOODED,980
1708,ANGELA HUDSON,ARMAGEDDON LOST,39
1709,ANGELA HUDSON,AUTUMN CROW,46
1710,ANGELA HUDSON,BRIDE INTRIGUE,97
1711,ANGELA HUDSON,BULWORTH COMMANDMENTS,106
1712,ANGELA HUDSON,CANDLES GRAPES,117
1713,ANGELA HUDSON,CASSIDY WYOMING,125
1714,ANGELA HUDSON,CLONES PINOCCHIO,158
1715,ANGELA HUDSON,ELEMENT FREDDY,276
1716,ANGELA HUDSON,FATAL HAUNTED,305
1717,ANGELA HUDSON,FRISCO FORREST,338
1718,ANGELA HUDSON,GAMES BOWFINGER,347
1719,ANGELA HUDSON,GOSFORD DONNIE,371
1720,ANGELA HUDSON,HANOVER GALAXY,398
1721,ANGELA HUDSON,ISLAND EXORCIST,471
1722,ANGELA HUDSON,JAPANESE RUN,475
1723,ANGELA HUDSON,JASON TRAP,476
1724,ANGELA HUDSON,JUMPING WRATH,491
1725,ANGELA HUDSON,KICK SAVANNAH,496
1726,ANGELA HUDSON,LEGEND JEDI,516
1727,ANGELA HUDSON,LESSON CLEOPATRA,517
1728,ANGELA HUDSON,LUKE MUMMY,541
1729,ANGELA HUDSON,MALTESE HOPE,556
1730,ANGELA HUDSON,METAL ARMAGEDDON,571
1731,ANGELA HUDSON,MILE MULAN,577
1732,ANGELA HUDSON,NASH CHOCOLAT,615
1733,ANGELA HUDSON,PARIS WEEKEND,658
1734,ANGELA HUDSON,PITY BOUND,683
1735,ANGELA HUDSON,PREJUDICE OLEANDER,694
1736,ANGELA HUDSON,RANDOM GO,714
1737,ANGELA HUDSON,ROBBERS JOON,735
1738,ANGELA HUDSON,STRANGELOVE DESIRE,852
1739,ANGELA HUDSON,VELVET TERMINATOR,938
1740,ANGELA HUDSON,VOYAGE LEGALLY,951
1741,ANGELA HUDSON,WATERSHIP FRONTIER,965
1742,MARY TANDY,BARBARELLA STREETCAR,55
1743,MARY TANDY,CHILL LUCK,143
1744,MARY TANDY,DANGEROUS UPTOWN,207
1745,MARY TANDY,DESTINY SATURDAY,226
1746,MARY TANDY,DEVIL DESIRE,229
1747,MARY TANDY,DIARY PANIC,230
1748,MARY TANDY,ENDING CROWDS,283
1749,MARY TANDY,FALCON VOLUME,300
1750,MARY TANDY,FUGITIVE MAGUIRE,342
1751,MARY TANDY,GARDEN ISLAND,350
1752,MARY TANDY,GLEAMING JAWBREAKER,361
1753,MARY TANDY,GRAPES FURY,376
1754,MARY TANDY,HOLOCAUST HIGHBALL,424
1755,MARY TANDY,HORROR REIGN,434
1756,MARY TANDY,MAKER GABLES,553
1757,MARY TANDY,MURDER ANTITRUST,608
1758,MARY TANDY,PHILADELPHIA WIFE,676
1759,MARY TANDY,PRIMARY GLASS,697
1760,MARY TANDY,QUEEN LUKE,706
1761,MARY TANDY,REQUIEM TYCOON,725
1762,MARY TANDY,SCHOOL JACKET,769
1763,MARY TANDY,SHRUNK DIVINE,793
1764,MARY TANDY,SPINAL ROCKY,829
1765,MARY TANDY,SWEDEN SHINING,871
1766,MARY TANDY,TREASURE COMMAND,909
1767,MARY TANDY,TRUMAN CRAZY,915
1768,MARY TANDY,UPTOWN YOUNG,928
1769,MARY TANDY,VOYAGE LEGALLY,951
1770,MARY TANDY,WAR NOTTING,957
1771,MARY TANDY,WARS PLUTO,960
1772,MARY TANDY,ZOOLANDER FICTION,999
1773,JESSICA BAILEY,ANALYZE HOOSIERS,24
1774,JESSICA BAILEY,BASIC EASY,57
1775,JESSICA BAILEY,BERETS AGENT,67
1776,JESSICA BAILEY,CHINATOWN GLADIATOR,144
1777,JESSICA BAILEY,DOOM DANCING,242
1778,JESSICA BAILEY,DORADO NOTTING,244
1779,JESSICA BAILEY,DROP WATERFRONT,256
1780,JESSICA BAILEY,HEAD STRANGER,408
1781,JESSICA BAILEY,JAWBREAKER BROOKLYN,477
1782,JESSICA BAILEY,KICK SAVANNAH,496
1783,JESSICA BAILEY,LEAGUE HELLFIGHTERS,512
1784,JESSICA BAILEY,MIGHTY LUCK,576
1785,JESSICA BAILEY,MOULIN WAKE,601
1786,JESSICA BAILEY,REQUIEM TYCOON,725
1787,JESSICA BAILEY,RESERVOIR ADAPTATION,726
1788,JESSICA BAILEY,RIGHT CRANES,731
1789,JESSICA BAILEY,SAVANNAH TOWN,766
1790,JESSICA BAILEY,SUIT WALLS,861
1791,JESSICA BAILEY,SWARM GOLD,870
1792,JESSICA BAILEY,TRUMAN CRAZY,915
1793,JESSICA BAILEY,VIRGINIAN PLUTO,945
1794,JESSICA BAILEY,WHISPERER GIANT,972
1795,JESSICA BAILEY,WOLVES DESIRE,981
1796,RIP WINSLET,ALABAMA DEVIL,9
1797,RIP WINSLET,ATTRACTION NEWTON,45
1798,RIP WINSLET,CHAMBER ITALIAN,133
1799,RIP WINSLET,CLUE GRAIL,161
1800,RIP WINSLET,DANCES NONE,205
1801,RIP WINSLET,DATE SPEED,213
1802,RIP WINSLET,DAWN POND,215
1803,RIP WINSLET,DRIVING POLISH,255
1804,RIP WINSLET,EXPRESS LONELY,296
1805,RIP WINSLET,FINDING ANACONDA,315
1806,RIP WINSLET,FLOATS GARDEN,325
1807,RIP WINSLET,FORWARD TEMPLE,331
1808,RIP WINSLET,GAMES BOWFINGER,347
1809,RIP WINSLET,GILBERT PELICAN,357
1810,RIP WINSLET,GREATEST NORTH,378
1811,RIP WINSLET,GREEK EVERYONE,380
1812,RIP WINSLET,GUMP DATE,386
1813,RIP WINSLET,HANGING DEEP,396
1814,RIP WINSLET,HOTEL HAPPINESS,435
1815,RIP WINSLET,KILL BROTHERHOOD,497
1816,RIP WINSLET,MUPPET MILE,607
1817,RIP WINSLET,PANKY SUBMARINE,654
1818,RIP WINSLET,PATTON INTERVIEW,665
1819,RIP WINSLET,PERDITION FARGO,671
1820,RIP WINSLET,QUEEN LUKE,706
1821,RIP WINSLET,ROXANNE REBEL,747
1822,RIP WINSLET,SPOILERS HELLFIGHTERS,834
1823,RIP WINSLET,STALLION SUNDANCE,839
1824,RIP WINSLET,STAMPEDE DISTURBING,840
1825,RIP WINSLET,WHALE BIKINI,971
1826,KENNETH PALTROW,ALIEN CENTER,15
1827,KENNETH PALTROW,BORN SPINAL,88
1828,KENNETH PALTROW,CADDYSHACK JEDI,111
1829,KENNETH PALTROW,DADDY PITTSBURGH,202
1830,KENNETH PALTROW,DIVINE RESURRECTION,236
1831,KENNETH PALTROW,EXCITEMENT EVE,292
1832,KENNETH PALTROW,FALCON VOLUME,300
1833,KENNETH PALTROW,FEATHERS METAL,306
1834,KENNETH PALTROW,GRAFFITI LOVE,374
1835,KENNETH PALTROW,HANGING DEEP,396
1836,KENNETH PALTROW,ILLUSION AMELIE,452
1837,KENNETH PALTROW,INTOLERABLE INTENTIONS,466
1838,KENNETH PALTROW,LONELY ELEPHANT,529
1839,KENNETH PALTROW,MUSSOLINI SPOILERS,612
1840,KENNETH PALTROW,REDEMPTION COMFORTS,720
1841,KENNETH PALTROW,REEF SALUTE,722
1842,KENNETH PALTROW,SANTA PARIS,761
1843,KENNETH PALTROW,SHOW LORD,791
1844,KENNETH PALTROW,SUNDANCE INVASION,864
1845,KENNETH PALTROW,TAXI KICK,877
